"Qty";"Value";"Device";"Package";"Parts";"Description";"";
"1";"";"PINHD-2X20WV";"2X20WV";"J1";"";"";
"1";"330R";"RES04";"R-10";"R1";"";"";
"1";"3mm/gn";"3MM";"3MM";"LD1";"";"";
"1";"6502PINS";"6502PINS";"DIL40_PINS_SS";"IC2";"";"";
"1";"6502SOCKET";"6502SOCKET";"GS40P";"IC1";"";"";
"1";"OPEN_SOURCE_HW";"OPEN_SOURCE_HW";"OPENHW";"U$11";"";"";
